label,score
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2857655_rm1288677376_2002-4-8_2012.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0000208_rm1533528064_1968-2-18_1978.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm4961623_rm1967500288_2002-3-16_2012.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2079681_rm1675726592_2000-4-11_2010.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1021585_rm2435418880_1998-9-0_2008.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0004893_rm2359991040_1992-8-2_2002.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1244840_rm573020672_1997-8-15_2007.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2055160_rm1866971136_1997-1-9_2007.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0276148_rm1530840064_1953-9-9_1963.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm3119454_rm2589505536_2001-12-1_2011.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/2408622_1946-12-04_1956.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0731075_rm3809909248_1991-2-10_2001.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1477924_rm1835773952_1995-12-3_2005.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0266824_rm4223831040_1994-2-23_2004.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1631269_rm258192128_1997-2-10_2007.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0000207_rm2234104320_1980-2-12_1990.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2265157_rm389585408_1997-2-25_2007.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0106844_rm841063168_1963-5-29_1973.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/29893257_2002-05-06_2012.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0402264_rm2892339712_1955-2-25_1965.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1728626_rm2009765888_1998-1-0_2007.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2572554_rm1824560640_1998-4-6_2008.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2172001_rm434212608_2000-9-3_2010.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0101799_rm879860480_1993-3-4_2003.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0080524_rm1602078720_1975-12-12_1985.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2615319_rm3004344064_1997-5-16_2007.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm4185974_rm1280506880_2005-1-20_2015.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0289340_rm3783247872_1979-12-17_1989.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/2423138_1946-08-01_1956.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1058095_rm910203392_1993-6-9_2003.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1573842_rm2494204672_1998-1-7_2008.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/395119_2003-12-07_2013.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1352341_rm4055472896_1993-1-18_2003.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2405238_rm3199632128_2000-10-31_2010.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2648030_rm1528344576_1999-3-12_2009.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1682324_rm1418628096_2000-1-8_2010.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0566084_rm1619958528_1992-9-28_2002.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1433105_rm910203392_1993-10-8_2003.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm3775423_rm2248129280_1992-12-8_2002.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1628077_rm1138526464_1999-4-27_2009.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/24381128_1999-05-09_2009.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1352900_rm3028063744_1998-7-1_2008.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0095561_rm3774454016_1987-8-18_1997.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1933128_rm1675397888_1999-10-15_2009.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2965079_rm3170433024_2004-7-2_2014.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0247754_rm3787037440_1993-8-7_2003.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0109863_rm895858944_1978-1-11_1988.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1631607_rm2369099776_1995-1-21_2005.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0365450_rm3997011456_1985-2-17_1995.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1586126_rm1272744192_1999-3-0_2009.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2526306_rm2895746048_1985-5-9_1995.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0434186_rm157063168_1993-2-6_2003.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/14691279_1954-04-10_1964.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0272706_rm399017216_1994-10-9_2004.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2202521_rm1502975744_1998-7-22_2008.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0634509_rm3813971968_1986-6-20_1996.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0504492_rm1521398528_1958-7-11_1968.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm5062813_rm832283136_1991-5-16_2001.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0289030_rm4029910528_1974-10-6_1984.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2173078_rm4253911296_1999-4-6_2009.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0107748_rm1871616768_1992-5-18_2002.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2624166_rm289639168_1999-10-6_2009.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm3543122_rm896576000_2002-10-3_2012.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1544100_rm2041756160_1997-5-5_2007.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2679917_rm2913638144_1992-9-16_2002.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0171041_rm3379021824_1968-2-8_1978.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0427489_rm3637427456_1993-10-8_2003.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0005157_rm3294206720_1989-3-5_1999.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0228356_rm1646574080_1982-8-25_1992.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0286941_rm2674182144_1960-4-14_1970.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm5583008_rm1208931584_2004-12-13_2014.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/36633114_2003-04-09_2013.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/14230494_1946-07-14_1956.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2397866_rm1700906496_1990-9-15_2000.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1012760_rm56998144_1978-4-14_1988.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0177528_rm2122172416_1975-11-2_1985.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0646943_rm2015727104_1981-10-10_1991.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0000375_rm1018951424_1965-4-4_1975.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0858969_rm830577408_1990-1-30_2000.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2921881_rm2140182016_1998-9-13_2008.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0808057_rm1631098880_1992-11-30_2002.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm3103119_rm1453427200_1999-8-19_2009.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0001795_rm3610292224_1981-9-8_1991.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0742655_rm732273408_1991-7-3_2001.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1669817_rm1651022080_1997-7-22_2007.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1287507_rm1509989120_1997-5-9_2007.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2545508_rm461999616_1997-1-14_2007.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0092774_rm1926863104_1995-3-19_2005.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0962260_rm3486947584_1993-10-30_2003.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0000704_rm52792832_1981-1-28_1991.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1865193_rm2534121728_1997-12-30_2007.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm3072911_rm2172236800_1994-10-5_2004.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0583664_rm732273408_1991-9-20_2001.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0083247_rm2986842880_1990-10-3_2000.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1185747_rm2505292544_1993-8-16_2003.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0532857_rm2419496960_1984-6-2_1994.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0912799_rm3731462400_1992-0-0_2001.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0751518_rm3862534912_1986-7-10_1996.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0001515_rm3056716800_1983-9-21_1993.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1122614_rm2670696960_1996-5-6_2006.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0005151_rm3881999104_1990-10-22_2000.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1842974_rm72194304_1997-11-1_2007.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1670773_rm1153276416_1994-11-23_2004.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm3389267_rm198871296_1998-11-17_2008.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1497548_rm1813093120_1996-2-9_2006.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0599837_rm2138556416_1961-11-3_1971.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm3560322_rm2598039552_1999-12-15_2009.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0135584_rm1888336128_1983-4-27_1993.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/6200536_1948-12-23_1958.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1287636_rm991075072_1992-5-12_2002.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0117022_rm3610292224_1981-10-9_1991.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0233733_rm206739456_1985-7-6_1995.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1181783_rm4047017984_1993-7-9_2003.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2546716_rm1959441408_2002-9-0_2012.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2996220_rm1158317824_2000-7-29_2010.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2554285_rm352434176_1997-10-7_2007.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm4081357_rm1778550528_1973-1-12_1983.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0000346_rm2108798976_1980-8-26_1990.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2176465_rm1446434560_1998-4-30_2008.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0001305_rm3194600192_1976-4-16_1986.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2732114_rm1579122688_2000-9-28_2010.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2462217_rm2825290240_1999-12-6_2009.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1064823_rm778672640_1994-5-24_2004.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm3303074_rm44138496_2000-7-25_2010.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0931955_rm4201945344_1994-0-0_2003.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0279896_rm963361792_1981-10-22_1991.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1372583_rm2334432000_1997-2-12_2007.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0848543_rm358843392_1982-2-8_1992.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0014582_rm287018496_1990-1-7_2000.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1478535_rm844139264_1998-4-6_2008.jpg,10
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1314002_rm1798418944_1992-11-12_2003.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0574494_rm2812910080_1993-8-17_2004.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0810619_rm3668482304_1986-10-1_1997.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/234657_1957-05-26_1968.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0924038_rm1282983936_1966-9-29_1977.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0088144_rm1283180544_1973-8-1_1984.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm4563869_rm4173970432_2000-3-27_2011.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/804594_1937-01-15_1948.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/603677_1953-05-04_1964.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2857655_rm308074752_2002-4-8_2013.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1837588_rm2172697856_1993-10-23_2004.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0001668_rm3719475200_1964-9-19_1975.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0703747_rm2110639104_1971-6-28_1982.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0566084_rm1853659904_1992-9-28_2003.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0914612_rm2063106304_1990-4-15_2001.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0630124_rm728086784_1977-5-14_1988.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0000208_rm1452722432_1968-2-18_1979.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1767820_rm3263729920_1995-9-20_2006.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1371564_rm2655951360_1994-9-14_2005.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2648030_rm2987962368_1999-3-12_2010.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0000301_rm339316224_1982-3-11_1993.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/15222625_1942-09-29_1953.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0342190_rm3782449664_1990-1-7_2001.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1071140_rm2071763712_1988-8-21_1999.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0702572_rm482595072_1979-5-22_1990.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1597268_rm1407490304_1996-5-9_2007.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0004786_rm3112093696_1978-3-16_1989.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0001071_rm3008141824_1984-4-15_1995.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/4723688_1978-12-11_1989.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0788340_rm3420684800_1964-9-16_1975.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1549503_rm206146304_1997-7-17_2008.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1388927_rm3424361216_1993-5-14_2004.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0153738_rm896834304_1990-7-24_2001.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0723406_rm2119538944_1987-10-24_1998.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1082270_rm3416561920_1992-0-0_2002.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0182721_rm3110574592_1986-8-4_1997.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0121026_rm2886897152_1976-4-6_1987.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0053347_rm324643584_1976-7-3_1987.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1440134_rm459053824_1992-8-18_2003.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1982597_rm2784729856_1988-2-20_1999.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0330253_rm657952256_1977-12-0_1988.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/44205535_2001-09-30_2012.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2079681_rm2362290176_2000-4-11_2011.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0000611_rm3542191616_1979-9-11_1990.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0078212_rm3187120128_1991-2-2_2002.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/40631712_2002-11-19_2013.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0560093_rm4059928832_1984-3-14_1995.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0092961_rm1970379008_1991-2-28_2002.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm4832920_rm2666266112_2003-8-28_2014.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1534694_rm2703661056_1996-4-25_2007.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm4582187_rm2325521920_2000-10-11_2011.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1113550_rm2322307840_1996-4-14_2007.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0240380_rm1433049344_1985-2-19_1996.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1505497_rm2424343808_1996-5-17_2007.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2202521_rm1665370880_1998-7-22_2009.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0109890_rm603499008_1974-12-26_1985.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0330539_rm657952256_1977-12-0_1988.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1415323_rm476229120_1992-11-23_2003.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2965079_rm1662254080_2004-7-2_2015.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm1455681_rm2416102400_1993-12-8_2004.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0001043_rm1074826752_1980-12-3_1991.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm0101799_rm151952128_1993-3-4_2004.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/nm2215143_rm2391518720_1999-11-10_2010.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/162279_1972-06-29_1983.jpg,11
https://tlk.s3.yandex.net/annotation_tasks/IMDB-WIKI-SbS/12353105_1994-02-24_2005.jpg,11
